Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
32,ต้ม,แกงจืดสับปะรดซี่โครงอ่อน,สับปะรดหั่น 1 ถ้วย,กระดูกหมูซี่โครงอ่อนสับเป็นชิ้น 1 ถ้วย,แครอทหั่นเป็นวงกลม 5 ช้อนโต้ะ,กุ้งแห้ง 1 ช้อนโต๊ะ,เม็ดตั้งฉ่าย 1 ช้อนโต๊ะ,ต้นหอมหั่น 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ซีอิ๊วขาว 2 ช้อนโต๊ะ,เต้าหู้อ่อนหั่น 1 ถ้วย,น้ำเปล่า 1 ถ้วย,ผงรสดี 1 ก้อน,,,,,,,,,,,,,,,
33,ต้ม,แกงป่าหมู,เนื้อหมูสามชั้น หั่น 1 ถ้วยตวง,น้ำพริกแกงป่า 3 ช้อนโต๊ะ ,มะเขือเปราะ 2 ลูก หั่นเป็นชี้น,มะเขือพวง 1 หยิบมือ,ขิง 3 ช้อนโต้ะ นำมาซอยเป็นเส้นๆ,ถั่วฝักยาว 1 หยิบมือ นำมาซอยเล็กๆ,พริกไทยสด 2 พวง,ข้าวโพดอ่อน 4-5 หัว นำมาผ่าให้พอดีคำ,น้ำซุปกระะดูกหมู 2 ถ้วยตวง,น้ำปลา 2 ช้อนโต๊ะ,เกลือป่น 1 ช้อนชา,ใบมะกรูด 4 ใบ,พริกขี้หนูสวย 5-10 เม็ด บุบพอแตก,ใบกะเพรา  10 ใบ ประมาณ 1 หยิบมือ,น้ำมันพืช สำหรับผัด 2 ช้อนโต๊ะ,,,,,,,,,,,
34,ต้ม,ขาหมูต้มใบมะดัน,ขาหมู และ ตีนหมู 1 กิโลกรัม หั่นเป็นชิ้นขนาดพิดคำ,ใบมะดันอ่อน 1 กำมือ,น้ำมะขามเปียก 1 ช้อนโต้ะ,น้ำปลา 3 ช้อนโต๊ะ,น้ำมะนาว 2 ช้อนโต๊ะ,ผักชีฝรั่ง 1 ต้น ซอยเล็กๆ,ตะไคร้ 1 ต้น หั่นเป็นท่อนๆ,พริกขี้หนูสวน 10 เม็ด โขรกพอหยาบๆ,เห็ดฟาง 5-6 ดอกหั่นชิ้นๆ,ใบมะกรูด 5 ใบฉีกเอาเส้นกลางออก,หอมแดง 2 หัว บุบให้พอแตก,ข่า 1 หัว ซอยเป็นชิ้น,น้ำเปล่า 1 หม้อ ประมาณ 3 ลิตร,,,,,,,,,,,,,
35,ต้ม,แกงเทโพหมู,ผักบุ้ง 1 จาน นำมาหั่นเป็นท่อน,หมูสามชั้น 1 จาน นำมาหั่นเป็นชิ้นขนาดพอดีคำ,พริกแกง 3 ช้อนโต้ะ,หัวกะทิ 1 ถ้วยตวง,หางกะทิ 1 ถ้วยตวง,น้ำมะขามเปียก 2 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,มะกรูด 1 ลูก นำมาผ่าครึ่ง,ใบมะกรูด 4 ใบ นำมาซอยเป็นเส้น,,,,,,,,,,,,,,,,
36,ต้ม,ไก่บ้านต้มระกำ,เนื้อไก่บ้าน หั่นเป็นชื้นขนาดพอดีคำ 1 จาน,หอมแดง 2 ลูก บุบพอแตก,ข่าหั่นแว่น 4-5 ชื้น,ตะไคร้ หั่นท่อน 1-2 ต้น,ผักชีฝรั่ง ซอยหยาบๆ 1 ต้น,พริกขี้หนูสวน บุบพอแตก 6-10 เม็ด,น้ำซุปกระดูกไก่ 3 ถ้วยตวง,กะปิ 1 ช้อนชา,น้ำตาลทราย 1 ช้อนชา,น้ำปลา 3 ช้อนโต้ะ,ระกำ 4 ผล ปลอกเปลือก และ หั่นเป็นชิ้นขนาดพอดีคำ,,,,,,,,,,,,,,,
37,ต้ม,ต้มข่าหัวปลี,เนื้อไก่ หั่นเป็นชิ้นขนาดพอดีคำ 1 จาน (เนื้อน่อง),หัวปลี 1 หัว,หางกะทิ 2 ถ้วยตวง,น้ำมะนาว 1 ช้อนโต๊ะ,ข่าอ่อน 1 หัว ซอยบางๆ,ตะไคร้ 1 ต้น นำมาหั่นเป็นท่อนๆ,ใบมะกรูด 4 ใบ,พริกขี้หนูสวน นำมาบดหยาบๆ 1 ช้อนโต้ะ,ผักชีฝรั่งซอย 1 ต้น,เห็ดฟาง 5 ดอก นำมาหั่นเป็นชิ้นขนาดพอดีคำ,มะเขือเทศ 1 ลูก นำมาหั้นเป็นชิ้น,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,หัวน้ำปลา 1 ช้อนโต๊ะ,ซุปกระดูกไก่ 1 ถ้วยตวง,พริกทอด 3 เม็ด,,,,,,,,,,,
38,ต้ม,แกงเผ็ดกล้วยดิบ,เนื้อน่องไก่ หั่นเป็นชิ้นพอดีคำ 15-20 ชิ้น,กล้วยน้ำว้าดิบ 3 ลูก,รากผักชี กระเทียม พริกไทย บด 2 ช้อนโต้ะ,ซอสปรุงรส 2 ช้อนโต้ะ,ซอสน้ำมันหอย 2 ช้อนโต้ะ,ใบมะกรูดซอบหยาบๆ 4 ใบ,น้ำตาลปี๊บ 1 ช้อนชา,หัวกะทิ 1 ถ้วยตวง,หางกะทิ 1 ถ้วยตวง,เกลือป่น 1 ช้อนชา,น้ำปลา 2 ช้อนโต๊ะ,พริกขี้กนูสวนหั่นเฉียง 5-6 เม็ด,มะเขือพวง 10-15 เม็ด,พริกแกงเผ็ด 3  ช้อนโต๊ะ,ใบโหระพา สำหรับโรยหน้า,,,,,,,,,,,
39,ต้ม,แกงเขียวหวานไก่,เนื้อไก่ หั่นเป็นท่อนขนาดพอดีคำ 1 จาน,พริกแกงเขียวหวาน 2 ช้อนโต้ะ,หางกะทิ 1 ถ้วยตวง,ใบโหระพา 5-10 ใบ,มะเขือเปราะ หั่นเป็นชิ้นๆ 2 ลูก,น้ำซุปกระดูกไก่ 1 ถ้วยตวง,น้ำตาลปี๊บ 2 ช้อนโต๊ะ,น้ำปลา 3 ช้อนโต๊ะ,พริกชี้ฟ้าแดงหั่นเฉียงๆ 2 เม็ด,ใบมะกรูดหั่น 4 ใบ,,,,,,,,,,,,,,,,
40,ต้ม,ต้มข่าไก่,เนื้อไก่ส่วนน่องหรืออกไก่ หั่นให้เป็นชิ้นขนาดพอดีคำ 1 จาน,หางกะทิคั่นสด 2 ถ้วยตวง,น้ำมะนาวคั้นสด 1 ช้อนโต๊ะ,ข่า ซอยบางๆ 5 ชิ้น,ต้นตะไคร้ สับเป็นท่อนๆขนาดพอดี 5 ท่อน,ใบมะกรูดฉีก 4 ใบ,พริกสดบุบ 4 เม็ด,ผักชีซอย 1 ช้อนโต้ะ,เห็ดฟาง ซอยเป็นชิ้นขนาดพอดีคำ 5 ดอก,มะเขือเทศ หั้นเป็นชิ้น 1 ลูก,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,น้ำปลา 1 ช้อนโต๊ะ,ซุปไก่ 1 ถ้วยตวง,,,,,,,,,,,,,
41,ต้ม,โกยซิหมี่,เส้นบะหมี่อบแห้ง 1 ห่อ,เห็ดหอมแห้ง 4 ดอก,หน่อไม้ไผ่ตง 1 หัว,กุ่ยฉ่ายขาว หั่นเป็นท่อนพอคำ 3 ช้อนโต้ะ,คื่นฉ่ายหั่นเป็นท่อน 3 ช้อนโต้ะ,ต้นหอมหั่นเป็นท่อน 2 ช้อนโต้ะ,กระเทียมสับ 1 ช้อนโต้ะ,พริกไทยป่น 1 ช้อนโต้ะ,เนื้ออกไก่ หั่นเป็นเส้นๆ 1 จาน,แป้งมัน 3 ช้อนโต้ะ ผสมน้ำให้ละลาย,น้ำมันสำหรับทอด,น้ำซุปกระดูกหมู 1 ถ้วย,ซอสเห็ดหอม 2 ช้อนโต้ะ,ซอสน้ำมันหอย 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,,,,,,,,,,,
42,ต้ม,ไก่รวนปลาร้า,เนื้อไก่ สับเป็นชิ้นพอคำ 1 จาน,น้ำซุปไก่ 2 ถ้วย,น้ำปลาร้า 1 ช้อนโต้ะ,น้ำตาล 1 ช้อนชา,น้ำปลา 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,ข่า ซอย 1 ช้อนโต้ะ,ตะไคร้ ทุบ หั่นหยาบๆ 1 ช้อนโต้ะ,ใบมะกรุด ซอย 1 ช้อนโต้ะ,หอมหัวแดง หั่น 2 ช้อนโต้ะ,พริก บด 1 ช้อนโต้ะ,กะทิ 2 ช้อนโต้ะ,,,,,,,,,,,,,,
43,ต้ม,แกงมัสมั่นไก่,เนื้อไก่ ส่วนอก 5-6 ชิ้น ตามใจชอบ,พริกแกงมัสมั่น 5 ช้อนโต้ะ,มันฝรั่ง ต้มสุก 5-6 ชิ้น,หอมหัวใหญ่ หั่นเป็นชิ้นใหญ่ๆ 2 ลูก,ถั่วลิสงคั่ว 2 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำตาลปี๊บ 3 ช้อนโต้ะ,น้ำมะขามเปียก 1 ช้อนโต้ะ,หัวกะทิ 1 ถ้วย,หางกะทิ 4 ถ้วย,,,,,,,,,,,,,,,,
44,ต้ม,ต้มยำไก่บ้าน,ไก่บ้าน หั่นเป็นชิ้นพอคำ 1 จาน,น้ำพริกเผา 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำมะขามเปียก 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,พริกสด 1 ช้อนโต้ะ,ใบมะกรูด 3 ใบ,น้ำซุปหมู 2 ถ้วย,ข่า หั่นเป็นชิ้น 2-3 ชิ้น,ตะไคร้ หั่นเป็นท่อน 2-3 ชิ้น,หอมแดง ผ่าครึ่ง 2 ลูก,ผักชีฝรั่ง ซอยหยาบ 2 ช้อนโต้ะ,,,,,,,,,,,,,,
45,ต้ม,แกงเขียวหวานพาสต้า,เส้นสปาเก็ตตี้ 1 ห่อ,พริกแกงเขียวหวาน 2 ช้อนโต้ะ,เนื้อไก่ 1 ถ้วย,กะทิ 2 ถ้วยตวง,ใบโหระพา 2 ช้อนโต้ะ,มะเขือเปราะ 2 ลูก โดยหั่นเป็นชิ้นเล็กๆ,น้ำซุปไก่ 1 ถ้วยตวง,น้ำตาลปี๊บ 2 ช้อนโต๊ะ,น้ำปลา 3 ช้อนโต๊ะ,พริกชี้ฟ้าแดง หั่น 2 เม็ด,ใบมะกรูด หั่น 4 ใบ,,,,,,,,,,,,,,,
46,ต้ม,แกงกะหรี่ไก่,เนื้อไก่ หั่นเป็นชิ้นพอคำ 1 จาน,เกลือ 1 ช้อนชา,พริกไทย 1/4 ช้อนชา,น้ำมันพืช 1 ช้อนชา,กระเทียม บด 1 ช้อนโต้ะ,ขิง บด 1 ช้อนโต้ะ,หอมหัวใหญ่ ซอย 1/2 ลูก,ผงแกงกะหรี่ 2 ช้อนโต้ะ,ซุปไก่ 1 ถ้วย,แครอท ซอย 5-6 ชิ้น,เนื้อแอบเปิล ขูด 2 ช้อนโต้ะ,ซอสโชยุ 2 ช้อนโต้ะ,ซอสมะเขือเทศ 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ใบกระวาน 1 ใบ,มันฝรั่ง หั่น 10 ชิ้น,ถั่วลันเตา 4 ช้อนโต้ะ,เนย 1 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนโต้ะ,,,,,,,
